Winner,First_pokemon,Second_pokemon,WTag
261,261,18,1
223,223,284,1
269,269,746,1
646,646,238,1
273,273,168,1
181,181,765,1
214,784,214,2
509,601,509,2
39,407,39,2
552,186,552,2
234,234,485,1
518,518,356,1
212,212,453,1
326,326,405,1
411,382,411,2
184,184,308,1
534,483,534,2
715,715,463,1
15,577,15,2
541,541,755,1
597,114,597,2
260,605,260,2
319,319,482,1
61,725,61,2
493,273,493,2
625,625,753,1
291,113,291,2
438,96,438,2
726,775,726,2
696,517,696,2
234,412,234,2
103,114,103,2
266,18,266,2
164,164,409,1
800,800,763,1
316,752,316,2
410,410,175,1
31,31,740,1
755,755,769,1
424,424,92,1
539,776,539,2
340,142,340,2
581,581,115,1
165,165,122,1
591,591,754,1
797,797,272,1
674,674,504,1
431,431,151,1
308,308,599,1
595,595,251,1
374,323,374,2
760,757,760,2
657,657,667,1
629,764,629,2
393,393,195,1
496,389,496,2
566,566,208,1
446,168,446,2
476,476,422,1
298,277,298,2
400,400,87,1
261,261,422,1
57,57,253,1
418,433,418,2
674,277,674,2
534,534,354,1
738,738,18,1
59,59,95,1
650,650,225,1
477,667,477,2
634,634,407,1
503,503,370,1
366,366,491,1
181,344,181,2
174,784,174,2
23,309,23,2
544,369,544,2
469,436,469,2
106,461,106,2
638,333,638,2
319,290,319,2
498,498,507,1
232,664,232,2
80,80,297,1
192,352,192,2
168,168,227,1
153,595,153,2
549,549,799,1
223,111,223,2
424,424,799,1
524,524,137,1
184,184,562,1
30,400,30,2
472,472,760,1
427,427,743,1
187,150,187,2
763,763,35,1
31,31,408,1
143,585,143,2
718,718,538,1
683,237,683,2
569,569,247,1
650,335,650,2
620,620,360,1
687,687,373,1
213,187,213,2
72,72,548,1
186,400,186,2
125,708,125,2
711,422,711,2
699,501,699,2
157,157,587,1
725,187,725,2
798,528,798,2
651,510,651,2
128,128,376,1
569,569,567,1
315,578,315,2
248,248,546,1
752,752,492,1
611,611,776,1
172,686,172,2
283,651,283,2
29,460,29,2
77,77,374,1
537,537,664,1
205,745,205,2
254,254,746,1
602,775,602,2
465,615,465,2
758,758,459,1
722,292,722,2
672,672,52,1
536,146,536,2
157,157,656,1
99,99,584,1
179,189,179,2
493,493,568,1
242,242,450,1
116,116,210,1
554,554,346,1
432,432,367,1
587,587,325,1
368,654,368,2
357,688,357,2
101,151,101,2
601,390,601,2
624,21,624,2
571,436,571,2
288,243,288,2
692,174,692,2
522,352,522,2
264,264,21,1
657,657,661,1
334,334,439,1
533,533,244,1
712,426,712,2
646,646,194,1
559,49,559,2
526,526,300,1
227,410,227,2
403,510,403,2
159,247,159,2
163,159,163,2
86,86,738,1
360,478,360,2
61,61,396,1
207,207,231,1
697,697,548,1
723,454,723,2
488,488,639,1
541,541,352,1
276,276,93,1
444,402,444,2
260,260,755,1
405,89,405,2
63,63,755,1
732,318,732,2
306,306,563,1
745,123,745,2
709,252,709,2
636,636,779,1
126,226,126,2
203,203,297,1
401,784,401,2
465,146,465,2
83,79,83,2
724,194,724,2
704,704,57,1
517,517,754,1
74,74,56,1
125,546,125,2
526,526,740,1
414,407,414,2
344,344,474,1
496,57,496,2
338,126,338,2
524,507,524,2
715,715,748,1
431,277,431,2
91,666,91,2
769,594,769,2
298,73,298,2
473,433,473,2
398,768,398,2
8,8,470,1
602,190,602,2
117,210,117,2
785,785,507,1
528,194,528,2
100,100,246,1
205,205,23,1
629,787,629,2
134,277,134,2
562,763,562,2
776,776,29,1
93,723,93,2
699,699,218,1
542,542,753,1
366,751,366,2
445,96,445,2
468,468,445,1
171,564,171,2
291,767,291,2
7,7,329,1
357,174,357,2
704,214,704,2
691,691,672,1
690,690,721,1
539,539,387,1
133,133,373,1
171,617,171,2
717,265,717,2
487,180,487,2
284,750,284,2
429,225,429,2
303,303,198,1
320,320,661,1
496,496,307,1
27,27,15,1
746,506,746,2
171,171,462,1
473,373,473,2
333,333,103,1
5,470,5,2
795,795,225,1
606,55,606,2
290,360,290,2
339,447,339,2
676,238,676,2
307,593,307,2
466,377,466,2
480,391,480,2
214,239,214,2
336,336,435,1
58,58,622,1
23,640,23,2
286,286,308,1
162,162,743,1
381,381,395,1
459,459,218,1
534,534,330,1
147,691,147,2
212,544,212,2
116,116,492,1
611,611,533,1
361,361,36,1
91,10,91,2
388,388,201,1
311,562,311,2
169,169,627,1
518,518,405,1
476,476,396,1
384,384,640,1
134,134,242,1
657,666,657,2
588,40,588,2
554,730,554,2
385,385,176,1
71,71,172,1
467,467,313,1
555,784,555,2
736,506,736,2
288,288,413,1
396,396,1,1
707,707,176,1
19,602,19,2
200,385,200,2
701,701,744,1
129,297,129,2
540,304,540,2
726,726,728,1
595,439,595,2
467,467,572,1
668,87,668,2
755,289,755,2
333,333,258,1
610,610,230,1
71,71,599,1
773,211,773,2
517,667,517,2
540,635,540,2
291,741,291,2
172,109,172,2
451,189,451,2
758,758,194,1
282,282,595,1
21,224,21,2
756,756,768,1
276,276,29,1
61,61,210,1
437,437,49,1
603,495,603,2
484,484,770,1
487,92,487,2
581,114,581,2
406,406,520,1
562,199,562,2
725,151,725,2
530,798,530,2
785,289,785,2
421,421,602,1
241,49,241,2
668,87,668,2
219,35,219,2
240,240,109,1
165,165,312,1
193,193,719,1
430,430,18,1
673,595,673,2
583,583,545,1
121,577,121,2
345,345,644,1
174,174,378,1
166,166,382,1
731,731,441,1
401,401,75,1
498,498,800,1
350,445,350,2
497,331,497,2
572,572,325,1
688,688,156,1
58,58,242,1
156,789,156,2
558,433,558,2
233,233,738,1
79,413,79,2
279,279,788,1
333,333,221,1
22,22,452,1
163,163,309,1
557,245,557,2
662,530,662,2
627,180,627,2
124,124,692,1
736,736,612,1
512,342,512,2
436,436,515,1
16,16,252,1
301,158,301,2
368,380,368,2
354,354,113,1
103,534,103,2
554,554,379,1
635,635,69,1
139,139,225,1
786,786,193,1
714,714,104,1
797,797,441,1
492,103,492,2
31,31,760,1
693,693,625,1
7,368,7,2
715,399,715,2
795,547,795,2
101,49,101,2
432,779,432,2
380,380,51,1
209,216,209,2
57,57,464,1
367,367,268,1
713,713,179,1
86,72,86,2
460,460,753,1
682,502,682,2
538,538,601,1
30,657,30,2
428,185,428,2
131,131,480,1
213,213,240,1
540,390,540,2
198,241,198,2
79,615,79,2
777,320,777,2
69,300,69,2
7,7,779,1
164,181,164,2
600,598,600,2
656,656,779,1
214,795,214,2
299,299,73,1
772,551,772,2
503,134,503,2
31,563,31,2
284,284,749,1
154,174,154,2
287,452,287,2
301,701,301,2
568,460,568,2
718,718,584,1
110,325,110,2
563,563,449,1
663,376,663,2
103,103,771,1
341,341,548,1
568,568,126,1
282,509,282,2
465,673,465,2
604,678,604,2
380,380,188,1
605,605,382,1
377,404,377,2
711,672,711,2
417,586,417,2
59,481,59,2
443,609,443,2
589,589,762,1
158,158,92,1
780,780,651,1
453,650,453,2
595,595,726,1
79,79,43,1
418,405,418,2
209,209,731,1
154,199,154,2
276,470,276,2
20,20,793,1
613,613,670,1
131,127,131,2
305,118,305,2
377,243,377,2
313,487,313,2
11,489,11,2
251,251,324,1
196,54,196,2
421,259,421,2
614,636,614,2
442,442,577,1
243,434,243,2
313,415,313,2
606,536,606,2
540,540,4,1
642,678,642,2
31,31,18,1
539,489,539,2
116,116,637,1
507,170,507,2
278,278,363,1
172,172,219,1
427,427,94,1
553,553,714,1
147,19,147,2
161,43,161,2
70,70,351,1
704,704,162,1
168,168,41,1
796,796,734,1
79,79,77,1
750,538,750,2
551,175,551,2
467,95,467,2
735,189,735,2
293,293,241,1
733,641,733,2
570,570,742,1
539,304,539,2
72,231,72,2
428,428,785,1
472,480,472,2
253,253,678,1
490,490,436,1
23,23,623,1
414,487,414,2
336,189,336,2
551,217,551,2
155,155,511,1
523,662,523,2
549,549,722,1
530,326,530,2
415,754,415,2
31,319,31,2
729,729,68,1
520,151,520,2
481,481,722,1
633,45,633,2
57,185,57,2
418,418,97,1
193,193,300,1
455,455,440,1
483,483,612,1
9,9,667,1
349,428,349,2
244,621,244,2
664,664,675,1
179,546,179,2
214,214,514,1
350,217,350,2
430,430,728,1
557,667,557,2
563,630,563,2
521,378,521,2
599,113,599,2
30,640,30,2
128,128,224,1
267,81,267,2
651,343,651,2
633,633,662,1
367,367,173,1
384,88,384,2
518,575,518,2
291,434,291,2
708,708,395,1
432,432,290,1
567,604,567,2
178,178,37,1
91,91,762,1
797,797,776,1
114,341,114,2
22,22,395,1
265,265,354,1
762,117,762,2
93,93,695,1
430,430,130,1
394,394,402,1
623,443,623,2
147,168,147,2
558,558,486,1
345,308,345,2
744,720,744,2
715,715,504,1
619,619,586,1
388,283,388,2
101,101,401,1
583,583,337,1
29,329,29,2
212,212,197,1
214,750,214,2
34,182,34,2
483,483,458,1
796,591,796,2
127,189,127,2
440,211,440,2
570,570,258,1
603,603,247,1
772,772,510,1
421,421,168,1
685,217,685,2
89,89,439,1
184,766,184,2
460,4,460,2
394,394,516,1
19,19,755,1
44,600,44,2
257,190,257,2
129,129,106,1
731,296,731,2
754,678,754,2
343,325,343,2
616,616,273,1
230,230,502,1
392,392,454,1
93,93,342,1
425,425,458,1
701,701,475,1
295,492,295,2
21,88,21,2
79,79,281,1
129,763,129,2
789,463,789,2
721,721,281,1
797,797,354,1
397,397,211,1
370,761,370,2
773,293,773,2
263,315,263,2
465,519,465,2
263,263,86,1
399,639,399,2
8,143,8,2
606,323,606,2
317,553,317,2
583,330,583,2
91,297,91,2
8,589,8,2
418,642,418,2
628,628,385,1
693,784,693,2
188,427,188,2
562,10,562,2
591,591,641,1
257,257,221,1
719,256,719,2
677,27,677,2
572,585,572,2
337,337,674,1
135,135,657,1
276,276,573,1
513,513,290,1
333,87,333,2
230,101,230,2
597,597,439,1
218,140,218,2
588,678,588,2
68,693,68,2
645,195,645,2
665,510,665,2
765,372,765,2
526,609,526,2
557,557,286,1
249,190,249,2
576,405,576,2
431,673,431,2
624,62,624,2
540,747,540,2
682,543,682,2
536,536,187,1
44,44,168,1
119,719,119,2
610,610,45,1
406,176,406,2
766,478,766,2
647,2,647,2
630,653,630,2
663,663,360,1
666,321,666,2
790,361,790,2
225,225,755,1
622,622,215,1
116,116,151,1
132,132,673,1
562,497,562,2
55,47,55,2
302,39,302,2
783,261,783,2
147,147,463,1
71,71,454,1
209,209,591,1
505,505,688,1
525,468,525,2
133,133,23,1
309,309,405,1
316,135,316,2
535,535,188,1
299,615,299,2
397,151,397,2
554,554,729,1
526,493,526,2
40,752,40,2
8,148,8,2
57,413,57,2
785,196,785,2
104,708,104,2
280,207,280,2
316,316,234,1
155,736,155,2
541,698,541,2
316,316,161,1
760,760,776,1
187,187,672,1
152,378,152,2
138,138,596,1
534,534,555,1
697,796,697,2
285,399,285,2
489,390,489,2
545,28,545,2
245,195,245,2
256,256,238,1
465,465,106,1
264,264,295,1
629,629,784,1
528,528,658,1
449,449,289,1
245,245,372,1
446,446,471,1
629,468,629,2
7,7,29,1
713,447,713,2
702,702,733,1
478,170,478,2
712,327,712,2
759,733,759,2
444,444,400,1
19,269,19,2
462,462,194,1
209,379,209,2
52,52,639,1
110,110,335,1
526,130,526,2
657,363,657,2
112,487,112,2
647,780,647,2
537,537,734,1
303,348,303,2
576,140,576,2
341,63,341,2
711,711,571,1
631,292,631,2
101,101,256,1
476,111,476,2
172,172,113,1
704,216,704,2
55,87,55,2
93,98,93,2
548,683,548,2
313,211,313,2
311,442,311,2
337,360,337,2
768,776,768,2
703,703,612,1
507,385,507,2
340,227,340,2
754,754,660,1
216,230,216,2
511,511,506,1
70,260,70,2
418,418,137,1
610,580,610,2
747,279,747,2
119,251,119,2
313,461,313,2
697,670,697,2
462,462,436,1
606,606,257,1
432,432,548,1
719,753,719,2
786,723,786,2
585,585,85,1
279,279,661,1
32,669,32,2
134,134,210,1
272,272,290,1
797,273,797,2
549,549,129,1
249,249,505,1
451,326,451,2
25,218,25,2
125,119,125,2
537,449,537,2
450,86,450,2
794,789,794,2
735,632,735,2
611,52,611,2
737,737,667,1
79,767,79,2
503,191,503,2
464,464,71,1
62,561,62,2
658,95,658,2
142,142,462,1
792,376,792,2
203,755,203,2
554,115,554,2
70,70,309,1
799,95,799,2
275,275,7,1
302,302,4,1
145,145,189,1
420,420,198,1
711,711,546,1
108,108,246,1
174,435,174,2
579,738,579,2
232,693,232,2
429,429,315,1
414,414,626,1
19,19,695,1
444,444,219,1
16,742,16,2
357,357,447,1
36,76,36,2
172,788,172,2
650,650,407,1
426,504,426,2
252,445,252,2
127,127,645,1
604,231,604,2
535,520,535,2
646,681,646,2
273,273,39,1
65,436,65,2
546,546,251,1
136,346,136,2
534,534,208,1
636,492,636,2
138,138,776,1
423,423,283,1
272,272,381,1
690,690,599,1
30,43,30,2
752,320,752,2
361,320,361,2
16,16,504,1
280,345,280,2
109,109,502,1
614,614,114,1
727,319,727,2
414,352,414,2
690,174,690,2
650,379,650,2
416,416,783,1
48,48,353,1
245,452,245,2
540,540,389,1
723,258,723,2
638,303,638,2
792,792,115,1
513,513,576,1
667,331,667,2
154,154,74,1
748,748,140,1
739,381,739,2
206,19,206,2
258,258,761,1
59,677,59,2
80,80,19,1
637,774,637,2
781,781,120,1
569,569,112,1
708,118,708,2
476,115,476,2
61,61,113,1
499,711,499,2
47,47,404,1
484,198,484,2
360,360,145,1
131,312,131,2
393,201,393,2
428,620,428,2
772,434,772,2
684,748,684,2
699,699,56,1
566,319,566,2
674,712,674,2
337,122,337,2
612,612,621,1
310,310,188,1
206,239,206,2
83,310,83,2
156,761,156,2
758,82,758,2
664,578,664,2
410,410,763,1
206,206,687,1
612,612,10,1
288,680,288,2
666,666,743,1
518,518,305,1
277,292,277,2
751,464,751,2
684,750,684,2
449,385,449,2
314,314,565,1
230,230,242,1
444,444,143,1
742,194,742,2
93,777,93,2
59,59,231,1
575,200,575,2
424,424,176,1
93,204,93,2
665,225,665,2
47,47,416,1
736,328,736,2
778,697,778,2
713,713,218,1
334,334,433,1
367,367,152,1
283,510,283,2
320,775,320,2
412,577,412,2
542,542,495,1
108,108,5,1
286,470,286,2
668,668,406,1
793,793,791,1
261,11,261,2
578,140,578,2
10,10,41,1
261,182,261,2
521,521,304,1
242,242,661,1
422,422,568,1
5,798,5,2
349,349,36,1
316,316,13,1
719,733,719,2
675,675,411,1
276,742,276,2
576,650,576,2
478,698,478,2
92,92,246,1
288,288,220,1
646,591,646,2
115,115,680,1
608,786,608,2
11,11,734,1
258,107,258,2
706,706,384,1
461,625,461,2
788,198,788,2
580,730,580,2
434,754,434,2
713,402,713,2
583,716,583,2
212,212,95,1
441,373,441,2
40,40,578,1
309,309,35,1
691,691,430,1
352,145,352,2
314,314,689,1
588,588,403,1
621,621,382,1
495,638,495,2
37,37,640,1
343,343,112,1
291,291,359,1
159,159,389,1
229,229,353,1
163,733,163,2
128,385,128,2
481,486,481,2
548,355,548,2
438,702,438,2
416,189,416,2
757,593,757,2
476,476,447,1
412,412,149,1
104,298,104,2
139,519,139,2
192,198,192,2
164,164,237,1
130,130,319,1
342,342,765,1
180,412,180,2
536,536,791,1
398,398,283,1
711,711,97,1
32,70,32,2
517,517,318,1
583,583,499,1
424,402,424,2
672,672,471,1
388,762,388,2
42,734,42,2
44,44,785,1
601,601,120,1
670,670,412,1
415,415,167,1
774,774,763,1
364,364,224,1
670,670,772,1
611,523,611,2
718,177,718,2
494,494,265,1
431,13,431,2
260,683,260,2
376,75,376,2
718,718,289,1
586,396,586,2
544,375,544,2
22,283,22,2
233,298,233,2
110,89,110,2
154,274,154,2
366,81,366,2
758,758,35,1
80,80,379,1
694,694,565,1
664,664,221,1
302,507,302,2
713,713,650,1
619,619,391,1
371,371,584,1
727,402,727,2
80,716,80,2
130,338,130,2
693,91,693,2
694,694,327,1
205,205,628,1
429,507,429,2
690,690,360,1
329,329,609,1
422,422,723,1
742,742,310,1
368,760,368,2
223,454,223,2
723,119,723,2
88,231,88,2
272,699,272,2
598,598,678,1
181,265,181,2
475,475,514,1
575,575,352,1
564,564,289,1
526,526,286,1
333,333,193,1
40,622,40,2
650,482,650,2
44,596,44,2
553,653,553,2
591,759,591,2
582,582,351,1
372,781,372,2
592,365,592,2
30,290,30,2
327,43,327,2
715,715,343,1
675,208,675,2
668,191,668,2
426,371,426,2
151,151,35,1
292,487,292,2
132,132,497,1
451,451,372,1
430,430,378,1
728,602,728,2
739,739,621,1
254,399,254,2
21,21,60,1
792,582,792,2
178,178,45,1
611,611,755,1
134,431,134,2
51,51,558,1
427,635,427,2
246,129,246,2
202,202,504,1
712,764,712,2
41,41,176,1
777,482,777,2
56,330,56,2
537,537,367,1
576,641,576,2
484,484,445,1
108,108,99,1
261,116,261,2
459,150,459,2
28,159,28,2
530,530,132,1
4,38,4,2
31,64,31,2
589,347,589,2
35,750,35,2
704,626,704,2
42,42,586,1
59,687,59,2
580,119,580,2
140,27,140,2
537,463,537,2
576,576,510,1
539,474,539,2
579,173,579,2
657,657,126,1
109,109,648,1
571,571,54,1
462,615,462,2
567,567,81,1
345,98,345,2
225,38,225,2
62,62,579,1
124,124,527,1
133,303,133,2
522,522,73,1
620,790,620,2
24,24,319,1
706,292,706,2
259,666,259,2
727,727,216,1
223,223,317,1
352,352,35,1
268,485,268,2
450,450,53,1
455,455,239,1
473,473,763,1
783,105,783,2
461,120,461,2
85,689,85,2
240,240,459,1
291,390,291,2
734,189,734,2
654,146,654,2
397,397,756,1
213,213,364,1
370,370,315,1
573,173,573,2
727,529,727,2
81,342,81,2
351,324,351,2
527,192,527,2
785,785,374,1
797,447,797,2
692,692,126,1
264,174,264,2
499,83,499,2
45,356,45,2
793,793,197,1
52,292,52,2
735,597,735,2
714,1,714,2
181,582,181,2
116,452,116,2
212,212,342,1
726,592,726,2
691,385,691,2
768,496,768,2
166,166,297,1
710,710,5,1
273,569,273,2
629,629,457,1
148,372,148,2
616,616,662,1
687,687,763,1
230,396,230,2
185,185,126,1
68,733,68,2
98,98,661,1
443,443,199,1
572,572,84,1
185,291,185,2
663,326,663,2
717,717,535,1
435,435,83,1
590,667,590,2
264,272,264,2
6,6,150,1
430,430,673,1
759,594,759,2
795,55,795,2
756,285,756,2
51,243,51,2
666,763,666,2
63,63,391,1
633,523,633,2
120,623,120,2
306,306,152,1
786,786,589,1
11,73,11,2
25,25,1,1
411,238,411,2
708,708,74,1
193,659,193,2
794,794,778,1
86,575,86,2
383,742,383,2
130,130,230,1
779,779,257,1
691,378,691,2
109,109,22,1
149,149,318,1
629,629,375,1
186,186,407,1
414,185,414,2
276,276,253,1
633,309,633,2
528,528,742,1
206,206,484,1
646,646,758,1
550,550,112,1
70,167,70,2
252,53,252,2
514,514,566,1
272,381,272,2
541,541,219,1
457,237,457,2
109,713,109,2
47,47,104,1
427,509,427,2
511,511,266,1
186,328,186,2
691,487,691,2
742,742,448,1
154,154,30,1
43,412,43,2
703,703,352,1
271,690,271,2
406,180,406,2
197,197,678,1
153,755,153,2
307,384,307,2
154,154,325,1
141,141,487,1
275,206,275,2
596,667,596,2
270,270,708,1
465,384,465,2
685,137,685,2
700,700,614,1
783,641,783,2
682,4,682,2
338,338,18,1
427,623,427,2
241,241,731,1
179,179,602,1
186,17,186,2
527,601,527,2
120,120,520,1
275,275,665,1
148,148,489,1
138,542,138,2
563,563,11,1
477,477,195,1
3,742,3,2
153,592,153,2
683,683,506,1
524,524,506,1
263,263,463,1
103,114,103,2
340,302,340,2
380,380,332,1
630,630,21,1
696,696,262,1
153,153,624,1
244,640,244,2
397,607,397,2
381,381,661,1
714,714,364,1
104,104,721,1
570,570,299,1
475,475,372,1
706,706,256,1
528,528,175,1
554,326,554,2
477,455,477,2
356,109,356,2
281,281,753,1
560,560,147,1
269,642,269,2
761,302,761,2
279,642,279,2
431,194,431,2
795,795,775,1
507,507,488,1
261,105,261,2
291,523,291,2
149,761,149,2
10,10,594,1
92,92,415,1
234,324,234,2
529,529,491,1
353,186,353,2
477,477,298,1
474,474,770,1
553,273,553,2
766,766,666,1
361,318,361,2
24,24,308,1
532,54,532,2
444,444,577,1
474,156,474,2
723,723,673,1
611,611,365,1
766,766,664,1
427,427,616,1
496,496,726,1
24,24,705,1
520,693,520,2
477,477,282,1
540,619,540,2
133,133,129,1
747,362,747,2
698,753,698,2
731,731,176,1
314,314,526,1
738,641,738,2
356,316,356,2
201,201,44,1
409,409,463,1
513,224,513,2
159,378,159,2
732,641,732,2
108,447,108,2
495,100,495,2
130,130,440,1
300,300,81,1
350,292,350,2
679,679,173,1
406,567,406,2
55,55,400,1
548,399,548,2
206,206,412,1
527,121,527,2
92,92,594,1
30,153,30,2
513,146,513,2
503,252,503,2
617,617,558,1
338,457,338,2
756,297,756,2
35,35,434,1
280,280,527,1
643,169,643,2
147,147,158,1
545,499,545,2
643,150,643,2
44,44,601,1
555,555,45,1
383,383,678,1
663,663,787,1
265,400,265,2
537,537,776,1
372,458,372,2
338,678,338,2
314,673,314,2
229,229,578,1
486,486,667,1
311,762,311,2
7,7,599,1
657,657,360,1
493,230,493,2
679,679,621,1
104,104,217,1
784,790,784,2
591,591,241,1
713,433,713,2
92,247,92,2
748,748,106,1
798,652,798,2
544,544,759,1
535,567,535,2
670,670,285,1
574,601,574,2
19,562,19,2
697,584,697,2
478,122,478,2
708,708,449,1
572,120,572,2
498,498,290,1
503,503,463,1
780,625,780,2
408,408,411,1
771,665,771,2
314,597,314,2
186,186,722,1
478,659,478,2
252,341,252,2
37,37,170,1
712,186,712,2
595,595,224,1
375,375,266,1
109,444,109,2
750,750,527,1
793,426,793,2
263,263,349,1
635,635,352,1
711,67,711,2
441,665,441,2
612,220,612,2
16,16,580,1
646,646,52,1
373,373,790,1
181,181,354,1
135,135,304,1
313,548,313,2
413,413,112,1
31,448,31,2
648,775,648,2
169,736,169,2
796,651,796,2
75,75,743,1
343,776,343,2
58,58,219,1
247,318,247,2
572,572,591,1
420,420,529,1
48,48,60,1
483,483,317,1
272,272,297,1
300,300,628,1
179,179,21,1
475,722,475,2
394,153,394,2
587,114,587,2
43,11,43,2
629,373,629,2
349,120,349,2
293,293,654,1
752,123,752,2
681,287,681,2
550,561,550,2
498,498,762,1
513,513,778,1
603,603,81,1
414,305,414,2
546,738,546,2
202,596,202,2
301,81,301,2
224,774,224,2
31,31,728,1
496,496,449,1
212,212,74,1
751,215,751,2
595,59,595,2
752,752,233,1
316,316,654,1
347,347,660,1
212,205,212,2
362,256,362,2
95,95,331,1
542,564,542,2
147,147,718,1
247,407,247,2
356,356,21,1
493,325,493,2
474,474,657,1
539,539,638,1
794,631,794,2
95,636,95,2
766,571,766,2
497,497,416,1
532,67,532,2
44,44,248,1
537,491,537,2
552,552,56,1
69,116,69,2
629,313,629,2
2,584,2,2
724,724,409,1
259,610,259,2
606,606,141,1
430,430,231,1
442,468,442,2
702,702,171,1
466,466,510,1
542,542,229,1
686,686,749,1
649,214,649,2
87,87,509,1
9,9,541,1
265,743,265,2
481,481,688,1
427,427,716,1
442,442,149,1
177,218,177,2
458,389,458,2
614,734,614,2
794,794,232,1
397,348,397,2
709,508,709,2
733,749,733,2
23,23,566,1
59,59,548,1
264,84,264,2
276,694,276,2
699,226,699,2
179,179,191,1
674,674,374,1
727,727,453,1
670,670,191,1
145,211,145,2
28,28,548,1
741,750,741,2
349,349,739,1
711,14,711,2
687,539,687,2
219,219,738,1
344,174,344,2
797,797,125,1
1,1,194,1
397,517,397,2
272,254,272,2
249,118,249,2
451,451,787,1
586,586,326,1
30,30,192,1
288,431,288,2
135,257,135,2
773,631,773,2
726,726,10,1
418,439,418,2
774,774,208,1
138,145,138,2
654,529,654,2
13,738,13,2
704,440,704,2
477,477,702,1
726,726,36,1
84,84,268,1
410,410,201,1
703,541,703,2
437,437,229,1
654,461,654,2
534,602,534,2
481,481,367,1
129,129,457,1
546,546,719,1
191,191,284,1
432,402,432,2
518,780,518,2
22,22,305,1
792,246,792,2
57,786,57,2
272,97,272,2
394,394,509,1
446,688,446,2
495,86,495,2
606,515,606,2
211,749,211,2
401,693,401,2
138,638,138,2
359,359,75,1
620,120,620,2
364,364,739,1
347,347,668,1
271,271,298,1
351,351,790,1
51,113,51,2
623,623,390,1
274,289,274,2
187,187,241,1
521,521,796,1
648,648,539,1
738,738,669,1
565,369,565,2
138,138,189,1
777,777,357,1
454,454,87,1
340,340,184,1
729,729,312,1
478,146,478,2
104,104,168,1
84,84,242,1
319,787,319,2
693,128,693,2
712,453,712,2
658,658,613,1
649,480,649,2
765,473,765,2
131,131,212,1
380,220,380,2
368,277,368,2
519,519,297,1
247,247,558,1
40,40,161,1
269,269,491,1
31,591,31,2
552,666,552,2
235,660,235,2
309,50,309,2
163,163,709,1
716,64,716,2
623,623,51,1
494,494,282,1
11,11,252,1
726,667,726,2
750,568,750,2
